wo,coord_focal,cliente,plataforma,proposta_comercial,id_ticket_req,po_contrato,draft_codigo,data_draft,doc,num_doc,data_doc,escopo,faturado_por,exterior_com_iss,vl_bruto,cofins_3,csll_1,inss_11,irpj_15,pis_065,iss_retido,total_retido,vl_liquido,cofins_76,csll_288,icms_20,irpj_48,pis_165,iss_pagar,total_a_pagar,vencimento,status,data_envio_cliente,obs,data_pgto,data_inicio,data_fim,focal,prev_fat,prev_pag
3302,GR,Transocean,P10.000,,,PO 18900009191,4644,2025-05-06,NFSe,1004,2025-05-06,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-06,2026-04-06
3302,GR,Transocean,P10.000,,,PO 18900009191,4644,2025-05-06,FAT. LOC.,653,2025-05-06,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-06,2026-04-06
3330,AS,Constellation,Amaralina Star,QT-4642 Rev.3,,SPC000013241,4701,2025-05-13,NFSe,1035,2025-05-19,SERVIÇO,Macae,0,170512.53,5115.38,1705.13,,2557.69,1108.33,,10486.52,160026.01,7843.58,3205.64,,5626.91,1705.13,8525.63,26906.88,2025-07-03,PAGO,2025-05-07,previa ok - lumpsum,2025-05-29,2025-04-01,2025-04-30,DT,2025-05-19,2026-04-20
3300,GR,Transocean,Deepwater Corcovado,Contrato,,PO 18600007654_1,4642,,NFSe,1001,2025-05-06,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-06-06,PAGO,2025-05-02,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-06,2026-04-06
3300,GR,Transocean,Deepwater Corcovado,Contrato,,PO 18600007654_1,4642,,FAT. LOC.,650,2025-05-06,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-06-06,PAGO,2025-05-02,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-06,2026-04-06
3303,GR,Transocean,KG2,,,18700007971,4645,,NFSe,1005,2025-05-07,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-07,2026-04-06
3303,GR,Transocean,KG2,,,18700007971,4645,,FAT. LOC.,654,2025-05-07,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-07,2026-04-06
3305,GR,Transocean,Aquila,,,PO22700003286,4647,,NFSe,1006,2025-05-07,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-06-06,PAGO,2025-05-07,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-07,2026-04-06
3305,GR,Transocean,Aquila,,,PO22700003286,4647,,FAT. LOC.,655,2025-05-07,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-06-06,PAGO,2025-05-07,,2025-06-06,2025-04-01,2025-04-30,DT,2025-05-07,2026-04-06
3324,AS,Seadrill,West Carina,QT-4662 Rev.0,,PO 702040552,4656,2025-04-17,NFSe,3830,2025-05-15,SERVIÇO,Rio,0,113265.00,3397.95,1132.65,,1698.97,736.22,,6965.80,106299.20,5210.19,2129.38,,3737.75,1132.65,5663.25,17873.22,2025-06-14,PAGO,2025-05-05,,2025-06-13,2025-04-02,2025-04-17,RS,2025-05-15,2026-04-06
3324,AS,Seadrill,West Carina,QT-4662 Rev.0,,PO 702040552,4656,2025-04-17,FAT. LOC.,2485,2025-05-15,LOCAÇÃO,Rio,0,15300.00,,,,,,,,15300.00,1162.80,440.64,,734.40,252.45,,2590.29,2025-06-14,PAGO,2025-05-05,,2025-06-13,2025-04-02,2025-04-17,RS,2025-05-15,2026-04-06
3359,AS,Seadrill,West Jupiter,QT-4730 Rev.0,,PO 702040893,4669,2025-05-09,NFSe,3831,2025-05-19,SERVIÇO,Rio,0,269717.00,8091.51,2697.17,,4045.75,1753.16,,16587.60,253129.40,12406.98,5070.68,,8900.66,2697.17,13485.85,42561.34,2025-06-18,PAGO,2025-05-14,Conforme solicitado pelo cliente juntamos a medição do material de 08/03 a 21/03 a medição de serviço e material do período 03/04 a 01/05,2025-06-13,2025-04-03,2025-05-01,RS,2025-05-19,2026-04-06
3362,VR,Technip,Skandi Olinda,QT-4598 Rev.1,,108559-8-DC1,4632,2025-04-09,NFSe,3842,2025-06-06,SERVIÇO,Rio,0,364322.64,10929.68,3643.23,,5464.84,2368.10,,22405.84,341916.80,16758.84,6849.27,,12022.65,3643.23,18216.13,57490.11,2025-07-21,PAGO,2025-05-15,Prévia OK - Aguard Hospedagem e RDO,2025-08-07,2025-04-04,2025-04-20,DT,2025-06-06,2026-04-20
3362,VR,Technip,Skandi Olinda,QT-4598 Rev.1,,108559-8-DC1,4632,2025-04-09,FAT. LOC.,2493,2025-06-06,LOCAÇÃO,Rio,0,76022.62,,,,,,,,76022.62,5777.72,2189.45,,3649.09,1254.37,,12870.63,2025-07-21,PAGO,2025-05-15,Prévia OK - Aguard Hospedagem e RDO,2025-08-14,2025-04-04,2025-04-20,DT,2025-06-06,2026-04-20
3369,VR,Archerwell,Peregrino B,QT-4761 Rev.0,,PO TBC,,,NFSe,,,SERVIÇO,,0,,,,,,,,,,,,,,,,,,Cancelado,,projeto finalizado de acordo com a Vitoria,,2025-04-04,2025-04-18,DT,2026-03-06,2026-04-06
3369,VR,Archerwell,Peregrino B,QT-4761 Rev.0,,PO TBC,,,FAT. LOC.,,,LOCAÇÃO,,0,,,,,,,,,,,,,,,,,,Cancelado,,projeto finalizado de acordo com a Vitoria,,2025-04-04,2025-04-18,DT,2026-03-06,2026-04-06
3335,AJ,Foresea,Norbe IX,QT-4697 Rev.1,,PO1354916,4633,2025-04-09,NFSe,1000,2025-05-06,SERVIÇO,Macae,0,95045.40,2851.36,950.45,,1425.68,617.80,,5845.29,89200.11,4372.09,1786.85,,3136.50,950.45,4752.27,14998.16,2025-06-06,PAGO,2025-04-28,previa ok,2025-06-13,2025-04-05,2025-04-20,VC,2025-05-06,2026-05-04
3272,MS,Etesco,Takatsugu J,QT-4605 Rev.0,,PO EVIII-38300,4651,2025-04-15,NFSe,1050,2025-05-21,SERVIÇO,Macaé,0,210035.40,6301.06,2100.35,23103.89,3150.53,1365.23,4200.71,40221.78,169813.62,9661.63,3948.67,,6931.17,2100.35,6301.06,28942.88,2025-06-20,PAGO,2025-05-20,Vamos cobrar o in transit do material em um BM a parte quando material desmob,2025-06-26,2025-04-05,2025-04-27,VC,2025-05-21,2026-04-06
3272,MS,Etesco,Takatsugu J,QT-4605 Rev.0,,PO EVIII-38300,4651,2025-04-15,FAT. LOC.,677,2025-05-21,LOCAÇÃO,Macaé,0,228780.00,,,,,,,,228780.00,17387.28,6588.86,,10981.44,3774.87,,38732.45,2025-06-20,PAGO,2025-05-20,Vamos cobrar o in transit do material em um BM a parte quando material desmob,2025-06-25,2025-04-05,2025-05-20,VC,2025-05-21,2026-04-06
3335,AJ,Foresea,Norbe IX,QT-4697 Rev.1,,PO 1359312,4661,2025-04-28,NFSe,1046,2025-05-20,SERVIÇO,Macae,0,7920.48,237.61,79.20,,118.81,51.48,,487.11,7433.37,364.34,148.91,,261.38,79.20,396.02,1249.85,2025-06-20,PAGO,2025-05-20,previa ok,2025-06-26,2025-04-05,2025-04-06,VC,2025-05-20,2026-05-04
3234,AJ,Foresea,Norbe VI,QT-4516 Rev.0,,PO 1348954,4664,2025-04-29,NFSe,1011,2025-05-07,SERVIÇO,Macae,0,110886.30,3326.59,1108.86,,1663.29,720.76,,6819.51,104066.79,5100.77,2084.66,,3659.25,1108.86,5544.32,17497.86,2025-06-06,PAGO,2025-04-29,previa ok,2025-06-13,2025-04-05,2025-04-18,VC,2025-05-07,2026-05-04
3335,AJ,Foresea,Norbe IX,QT-4697 Rev.1,,PO 1359718,4717,2025-05-20,NFSe,1151,2025-07-18,SERVIÇO,Macae,0,500.00,15.00,5.00,,7.50,3.25,,30.75,469.25,23.00,9.40,,16.50,5.00,25.00,78.90,2025-08-20,PAGO,2025-05-28,previa ok,2025-08-20,2025-04-05,2025-04-06,VC,2025-07-18,2026-05-04
3310,MS,Etesco,Takatsugu J,QT-4607 Rev.1,,PO EVIII-38433,4652,2025-04-16,NFSe,1009,2025-05-07,SERVIÇO,Macaé,0,44473.66,1334.21,444.74,4892.10,667.10,289.08,889.47,8516.71,35956.95,2045.79,836.10,,1467.63,444.74,1334.21,6128.47,2025-06-06,PAGO,2025-05-06,,2025-06-25,2025-04-06,2025-04-25,VC,2025-05-07,2026-04-06
3310,MS,Etesco,Takatsugu J,QT-4607 Rev.1,,PO EVIII-38433,4652,2025-04-16,FAT. LOC.,656,2025-05-07,LOCAÇÃO,Macaé,0,1520.00,,,,,,,,1520.00,115.52,43.78,,72.96,25.08,,257.34,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-06,2025-04-25,VC,2025-05-07,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4654,2025-04-16,NFSe,996,2025-04-30,SERVIÇO,Macaé,0,44543.60,1336.31,445.44,4899.80,668.15,289.53,890.87,8530.10,36013.50,2049.01,837.42,,1469.94,445.44,1336.31,6138.11,2025-05-30,PAGO,2025-04-29,Cobraremos os custos de stand by no próximo BM,2025-05-30,2025-04-06,2025-04-20,VC,2025-04-30,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4654,2025-04-16,FAT. LOC.,648,2025-04-30,LOCAÇÃO,Macaé,0,37590.24,,,,,,,,37590.24,2856.86,1082.60,,1804.33,620.24,,6364.03,2025-05-30,PAGO,2025-04-29,Cobraremos os custos de stand by no próximo BM,2025-05-30,2025-04-06,2025-04-20,VC,2025-04-30,2026-04-06
3381,VR,Technip,Skandi Niteroi,QT-4493 Rev.1,,PO 3213721_x000D_,4657,2025-04-25,FAT. LOC.,690,2025-06-06,LOCAÇÃO,Macaé,0,17400.70,,,,,,,,17400.70,1322.45,501.14,,835.23,287.11,,2945.94,2025-07-12,PAGO,2025-05-21,,2025-07-10,2025-04-06,2025-04-09,DT,2025-06-06,2026-04-20
3381,VR,Technip,Skandi Niteroi,QT-4493 Rev.1,,PO 3213721,4657,2025-04-25,NFSe,1079,2025-06-12,SERVIÇO,Macaé,0,38137.31,1144.12,381.37,,572.06,247.89,762.75,3108.19,35029.12,1754.32,716.98,,1258.53,381.37,1144.12,5255.32,2025-07-12,PAGO,2025-05-21,,2025-08-27,2025-04-06,2025-04-09,DT,2025-06-12,2026-04-20
3297,AJ,Foresea,ODN I,,,PO 1360269,4716,2025-05-19,NFSe,1088,2025-06-17,SERVIÇO,Macae,0,1500.00,45.00,15.00,,22.50,9.75,,92.25,1407.75,69.00,28.20,,49.50,15.00,75.00,236.70,2025-07-17,PAGO,2025-06-04,,2025-07-21,2025-04-06,2025-04-09,VC,2025-06-17,2026-05-04
3305,GR,Transocean,Aquila,,,,4685,2025-05-08,NFSe,1027,2025-05-15,SERVIÇO,Macaé,0,2715.88,81.48,27.16,,40.74,17.65,54.32,221.34,2494.54,124.93,51.06,,89.62,27.16,81.48,374.25,2025-06-14,PAGO,2025-05-08,,2025-06-20,2025-04-07,2025-04-07,DT,2025-05-15,2026-04-06
3328,MS,Etesco,Takatsugu J,QT-4640 Rev.0,,PO EVIII-38573,4653,2025-04-16,NFSe,995,2025-04-29,SERVIÇO,Macaé,0,99492.00,2984.76,994.92,10944.12,1492.38,646.70,1989.84,19052.72,80439.28,4576.63,1870.45,,3283.24,994.92,2984.76,13710.00,2025-05-29,PAGO,2025-04-28,"Cobraremos os valores referentes ao stand by por conta da postergação de embarque devido ao mau tempo, no próximo BM",2025-05-29,2025-04-08,2025-04-22,VC,2025-04-29,2026-04-06
3377,AS,Ventura,Carolina,QT-4769 Rev.0,,PO 25001084 OJ,4835,2025-07-03,FAT. LOC.,745,2025-07-23,LOCAÇÃO,Macaé,0,144164.00,,,,,,,,144164.00,10956.46,4151.92,,6919.87,2378.71,,24406.97,2025-08-22,PAGO,2025-07-04,"intrasit de material - André Menezes pediu para quebrar DI 4835 em duas, devido saldo PO para conseguir liberar faturamento. Pedro autorizou.",2025-08-22,2025-04-08,2025-05-10,DT,2025-07-23,2026-04-06
3292,#N/A,Helix,SH1,QT-3970 Rev4,,PO 713103,4627,2025-04-08,NFSe,1029,2025-05-15,SERVIÇO,Macae,0,46470.60,1394.12,464.71,,697.06,302.06,,2857.94,43612.66,2137.65,873.65,,1533.53,464.71,2323.53,7333.06,2025-06-29,PAGO,2025-05-05,Prévia ok,2025-06-25,2025-04-09,2025-04-23,,,
3292,#N/A,Helix,SH1,QT-3970 Rev4,,PO 713103,4627,2025-04-08,FAT. LOC.,667,2025-05-15,LOCAÇÃO,Macae,0,30980.40,,,,,,,,30980.40,2354.51,892.24,,1487.06,511.18,,5244.98,2025-06-29,PAGO,2025-05-05,Prévia ok,2025-06-25,2025-04-09,2025-04-23,,,
3361,AS,Ventura,Victoria,QT-4726 Rev.0,,PO TBC,,,NFSe,,,SERVIÇO,,0,30840.00,925.20,308.40,,462.60,200.46,,1896.66,28943.34,1418.64,579.79,,1017.72,308.40,1542.00,4866.55,,Cancelado,,WO cancelada pelo cliente,,2025-04-09,2025-04-13,DT,2026-03-06,2026-04-06
3361,AS,Ventura,Victoria,QT-4726 Rev.0,,PO TBC,,,FAT. LOC.,,,LOCAÇÃO,,0,3500.00,,,,,,,,3500.00,266.00,100.80,,168.00,57.75,,592.55,,Cancelado,,WO cancelada pelo cliente,,2025-04-09,2025-04-13,DT,2026-03-06,2026-04-06
3338,,SEA1,SH2,QT-4680 Rev.0_x000D_,,PO FBG766/25-8053,4680,,FAT. LOC.,2498,2025-06-20,LOCAÇÃO,Rio,0,63061.20,,,,,,,,63061.20,4792.65,1816.16,,3026.94,1040.51,,10676.26,2025-07-18,PAGO,2025-06-11,"Conforme solicitado pelo cliente, juntamos os dois períodos",2025-07-18,2025-04-10,2025-06-11,,,
3396,VR,Archerwell,Peregrino Bravo,QT-4811 Rev.0,PR 029,4504501585,4666,2025-04-29,NFSe,1192,2025-08-07,SERVIÇO,Macae,0,38959.62,1168.79,389.60,,584.39,253.24,,2396.02,36563.60,1792.14,732.44,,1285.67,389.60,1947.98,6147.83,2025-09-06,PAGO,2025-05-07,,2025-09-08,2025-04-12,2025-04-13,DT,2025-08-07,2026-04-06
3396,VR,Archerwell,Peregrino Bravo,QT-4811 Rev.0,SE #1012124101,4504501585,4666,2025-04-29,FAT. LOC.,764,2025-08-12,LOCAÇÃO,Macae,0,4454.36,,,,,,,,4454.36,338.53,128.29,,213.81,73.50,,754.12,2025-09-12,PAGO,2025-05-07,,2025-09-12,2025-04-12,2025-04-13,DT,2025-08-12,2026-04-06
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/SE1000228611,4670,2025-05-06,NFSe,1158,2025-07-23,SERVIÇO,Macae,0,56963.10,1708.89,569.63,,854.45,370.26,,3503.23,53459.87,2620.30,1070.91,,1879.78,569.63,2848.16,8988.78,2025-08-22,PAGO,2025-07-04,,2025-08-22,2025-04-12,2025-04-26,PN,2025-07-23,2026-04-20
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/SE1000228626,4670,2025-05-06,FAT. LOC.,739,2025-07-23,LOCAÇÃO,Macae,0,3850.00,,,,,,,,3850.00,292.60,110.88,,184.80,63.53,,651.80,2025-08-22,PAGO,2025-07-04,,2025-08-22,2025-04-12,2025-04-26,PN,2025-07-23,2026-04-20
3324,AS,Seadrill,West Carina,QT-4662 Rev.0,,PO 702043383,4668,2025-05-07,NFSe,3844,2025-06-13,SERVIÇO,Rio,0,175202.20,5256.07,1752.02,,2628.03,1138.81,,10774.94,164427.26,8059.30,3293.80,,5781.67,1752.02,8760.11,27646.91,2025-07-13,PAGO,2025-06-11,aguardando Nova PO para inserir revisão no portal,2025-07-11,2025-04-12,2025-04-30,RS,2025-06-13,2026-04-06
3324,AS,Seadrill,West Carina,QT-4662 Rev.0,,PO 702043383,4668,2025-05-07,FAT. LOC.,2495,2025-06-13,LOCAÇÃO,Rio,0,19380.00,,,,,,,,19380.00,1472.88,558.14,,930.24,319.77,,3281.03,2025-07-13,PAGO,2025-06-11,aguardando Nova PO para inserir revisão no portal,2025-07-11,2025-04-12,2025-04-30,RS,2025-06-13,2026-04-06
3287,GR,Transocean,Mykonos,QT-4838 Rev.0,,PO 18500007400_0,4663,,NFSe,1013,2025-05-09,SERVIÇO,Macaé,0,49773.60,1493.21,497.74,,746.60,323.53,995.47,4056.55,45717.05,2289.59,935.74,,1642.53,497.74,1493.21,6858.80,2025-06-08,PAGO,2025-05-05,,2025-06-13,2025-04-12,2025-04-20,DT,2025-05-09,2026-04-06
3287,GR,Transocean,Mykonos,QT-4838 Rev.0,,PO 18500007400_0,4663,,FAT. LOC.,659,2025-05-09,LOCAÇÃO,Macaé,0,13736.16,,,,,,,,13736.16,1043.95,395.60,,659.34,226.65,,2325.53,2025-06-08,PAGO,2025-05-05,,2025-06-13,2025-04-12,2025-04-20,DT,2025-05-09,2026-04-06
3199,GR,Transocean,P10.000,QT-4463 Rev.2,,NON PO,4700,2025-05-13,NFSe,1025,2025-05-15,SERVIÇO,Macaé,0,103695.36,3110.86,1036.95,,1555.43,674.02,2073.91,8451.17,95244.19,4769.99,1949.47,,3421.95,1036.95,3110.86,14289.22,2025-06-14,PAGO,2025-05-13,,2025-06-13,2025-04-13,2025-04-28,DT,2025-05-15,2026-04-06
3291,AS,Constellation,Brava Star,QT- 3380 Rev.2,,14427685,4658,2025-04-25,NFSe,1014,2025-05-09,SERVIÇO,Macae,0,87180.45,2615.41,871.80,,1307.71,566.67,,5361.60,81818.85,4010.30,1638.99,,2876.95,871.80,4359.02,13757.08,2025-06-23,PAGO,2025-04-29,previa ok,2025-06-23,2025-04-14,2025-04-28,DT,2025-05-09,2026-04-20
3397,VR,Archerwell,Peregrino Alfa,QT-4819 Rev.0,PR 023,PO 4504501585,4667,2025-04-29,NFSe,1099,2025-06-24,SERVIÇO,Macae,0,54439.62,1633.19,544.40,,816.59,353.86,,3348.04,51091.58,2504.22,1023.46,,1796.51,544.40,2721.98,8590.57,2025-07-25,PAGO,2025-05-15,,2025-07-25,2025-04-14,2025-04-17,DT,2025-06-24,2026-04-06
3397,VR,Archerwell,Peregrino Alfa,QT-4819 Rev.0,PR 024,PO 4504501585,4667,2025-04-29,FAT. LOC.,709,2025-06-24,LOCAÇÃO,Macae,0,92519.84,,,,,,,,92519.84,7031.51,2664.57,,4440.95,1526.58,,15663.61,2025-07-25,PAGO,2025-05-15,,2025-07-25,2025-04-14,2025-04-24,DT,2025-06-24,2026-04-06
3199,GR,Transocean,P10.000,QT-4463 Rev.2,,NON PO,4700,2025-05-13,FAT. LOC.,665,2025-05-15,LOCAÇÃO,Macaé,0,16240.00,,,,,,,,16240.00,1234.24,467.71,,779.52,267.96,,2749.43,2025-06-14,PAGO,2025-05-13,,2025-06-13,2025-04-14,2025-04-27,DT,2025-05-15,2026-04-06
3398,VR,Oceaneering,Base,QT-4822 Rev.0,,PO BUMBL-58016,4665,2025-04-29,NFSe,1045,2025-05-21,SERVIÇO,Macaé,0,13012.99,390.39,130.13,,195.19,84.58,260.26,1060.56,11952.43,598.60,244.64,,429.43,130.13,390.39,1793.19,2025-07-05,PAGO,2025-04-09,juntamos os equipamentos na medição de serviço para atender o saldo da PO,2025-07-02,2025-04-15,2025-04-17,DT,2025-05-21,2026-04-06
3292,#N/A,Helix,SH1,EXTRA,,PO 712674,4672,2025-05-05,NFSe,1030,2025-05-15,SERVIÇO,Macae,0,7903.20,237.10,79.03,,118.55,51.37,,486.05,7417.15,363.55,148.58,,260.81,79.03,395.16,1247.12,2025-06-29,PAGO,2025-05-05,Prévia ok,2025-06-25,2025-04-15,2025-04-19,,,
3292,#N/A,Helix,SH1,EXTRA,,PO 712674,4672,2025-05-05,FAT. LOC.,668,2025-05-15,LOCAÇÃO,Macae,0,1728.00,,,,,,,,1728.00,131.33,49.77,,82.94,28.51,,292.55,2025-06-29,PAGO,2025-05-05,Prévia ok,2025-06-25,2025-04-15,2025-04-19,,,
3367,,Haleon,Base,QT-4748 Rev.0,,6601259356_0,4684,2025-05-08,NFSe,1052,2025-05-23,SERVIÇO,Macae,0,7415.00,222.45,74.15,,111.22,48.20,,456.02,6958.98,341.09,139.40,,244.70,74.15,370.75,1170.09,2025-07-22,PAGO,2025-04-09,previa ok,2025-08-05,2025-04-15,2025-04-17,,,
3367,,Haleon,Base,QT-4748 Rev.0,,6601259356_0,4684,2025-05-08,FAT. LOC.,678,2025-05-23,LOCAÇÃO,Macae,0,8760.00,,,,,,,,8760.00,665.76,252.29,,420.48,144.54,,1483.07,2025-07-22,PAGO,2025-04-09,previa ok,2025-08-05,2025-04-15,2025-04-17,,,
3366,,Valaris,DS 17,QT-4756 Rev.0,,PO 99463_0,,,NFSe,,,SERVIÇO,,0,,,,,,,,,,,,,,,,,,Cancelado,,"conforme solicitado pelo cliente, vamos juntar as medições em uma unica draft 4625 para atender o saldo da PO",,2025-04-15,2025-04-29,,,
3353,GR,Transocean,Aquila,QT-4714 Rev.0,,22700003450_2,4687,,NFSe,1039,2025-05-19,SERVIÇO,Macaé,0,39157.68,1174.73,391.58,,587.37,254.52,783.15,3191.35,35966.33,1801.25,736.16,,1292.20,391.58,1174.73,5395.93,2025-06-19,PAGO,2025-05-13,,2025-06-20,2025-04-16,2025-05-05,DT,2025-05-19,2026-04-06
3298,AS,Ventura,Victoria,QT- 3610 Rev.1,#1869,PO 25001743,4659,2025-04-25,NFSe,1038,2025-05-20,SERVIÇO,Macaé,0,64968.00,1949.04,649.68,,974.52,422.29,1299.36,5294.89,59673.11,2988.53,1221.40,,2143.94,649.68,1949.04,8952.59,2025-06-19,PAGO,2025-05-14,previa ok,2025-06-20,2025-04-19,2025-04-30,DT,2025-05-20,2026-04-06
3344,MS,Modec,MV24,QT-4711 Rev.0,,PO 4500246844/SE1000232537,4853,2025-07-31,NFSe,1243,2025-08-26,SERVIÇO,Macae,0,102723.09,3081.69,1027.23,,1540.85,667.70,,6317.47,96405.62,4725.26,1931.19,,3389.86,1027.23,5136.15,16209.70,2025-09-25,PAGO,2025-07-31,,2025-09-25,2025-04-19,2025-05-03,PN,2025-08-26,2026-04-20
3031,AJ,Foresea,ODN I,QT-4120 Rev1,,PO1359243,4660,2025-05-05,NFSe,1048,2025-05-21,SERVIÇO,Macae,0,29945.72,898.37,299.46,,449.19,194.65,,1841.66,28104.06,1377.50,562.98,,988.21,299.46,1497.29,4725.43,2025-06-20,PAGO,2025-05-20,,2025-06-26,2025-04-20,2025-05-04,VC,2025-05-21,2026-05-04
3031,AJ,Foresea,ODN I,QT-4120 Rev1,,PO1359243,4660,2025-05-05,FAT. LOC.,676,2025-05-21,LOCAÇÃO,Macae,0,1197.84,,,,,,,,1197.84,91.04,34.50,,57.50,19.76,,202.79,2025-06-20,PAGO,2025-05-20,,2025-06-26,2025-04-20,2025-05-04,VC,2025-05-21,2026-05-04
3380,MS,Modec,MV20,QT-4784 Rev0,REQ165082,PO 5100009431/SE1000223845,4681,2025-06-06,NFSe,1136,2025-07-14,SERVIÇO,Macae,0,130476.87,3914.31,1304.77,,1957.15,848.10,,8024.33,122452.54,6001.94,2452.97,,4305.74,1304.77,6523.84,20589.25,2025-08-13,PAGO,2025-06-06,,2025-08-12,2025-04-20,2025-05-24,PN,2025-07-14,2026-04-20
3338,,SEA1,SH2,QT-4680 Rev.0_x000D_,,PO FBG766/25-8053,4680,,NFSe,3847,2025-06-20,SERVIÇO,Rio,0,191166.60,5735.00,1911.67,,2867.50,1242.58,,11756.75,179409.85,8793.66,3593.93,,6308.50,1911.67,9558.33,30166.09,2025-07-18,PAGO,2025-06-11,"Conforme solicitado pelo cliente, juntamos os dois períodos",2025-07-18,2025-04-20,2025-05-21,,,
3399,AJ,Foresea,Norbe IX,QT-4833 Rev.0,,PO 1359935,4662,2025-04-29,NFSe,1076,2025-06-11,SERVIÇO,Macae,0,13974.66,419.24,139.75,,209.62,90.84,,859.44,13115.22,642.83,262.72,,461.16,139.75,698.73,2205.20,2025-07-11,PAGO,2025-05-30,previa ok,2025-07-15,2025-04-21,2025-04-28,VC,2025-06-11,2026-05-04
3399,AJ,Foresea,Norbe IX,QT-4833 Rev.0,,PO 1359935,4662,2025-04-29,FAT. LOC.,697,2025-06-13,LOCAÇÃO,Macae,0,1497.30,,,,,,,,1497.30,113.79,43.12,,71.87,24.71,,253.49,2025-07-13,PAGO,2025-05-30,previa ok,2025-07-15,2025-04-21,2025-04-28,VC,2025-06-13,2026-05-04
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4673,2025-05-05,NFSe,1010,2025-05-07,SERVIÇO,Macaé,0,57448.62,1723.46,574.49,6319.35,861.73,373.42,1148.97,11001.41,46447.21,2642.64,1080.03,,1895.80,574.49,1723.46,7916.42,2025-06-06,PAGO,2025-05-06,,2025-06-25,2025-04-21,2025-05-04,VC,2025-05-07,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4673,2025-05-05,FAT. LOC.,657,2025-05-07,LOCAÇÃO,Macaé,0,37590.24,,,,,,,,37590.24,2856.86,1082.60,,1804.33,620.24,,6364.03,2025-06-06,PAGO,2025-05-06,,2025-06-06,2025-04-21,2025-05-04,VC,2025-05-07,2026-04-06
3403,VR,Technip,Skandi Olinda,QT-4844 Rev.0,,108559-7-DC1_x000D_,4677,2025-05-06,NFSe,3838,2025-06-04,SERVIÇO,Rio,0,22496.48,674.89,224.96,,337.45,146.23,,1383.53,21112.95,1034.84,422.93,,742.38,224.96,1124.82,3549.94,2025-07-19,PAGO,2025-05-15,Já aprovado 16/05 - aguardando PO,2025-07-17,2025-04-23,2025-04-24,DT,2025-06-04,2026-04-20
3403,VR,Technip,Skandi Olinda,QT-4844 Rev.0,,108559-7-DC1_x000D_,4677,2025-05-06,FAT. LOC.,2490,2025-06-04,LOCAÇÃO,Rio,0,15000.76,,,,,,,,15000.76,1140.06,432.02,,720.04,247.51,,2539.63,2025-07-19,PAGO,2025-05-15,Já aprovado 16/05 - aguardando PO,2025-07-17,2025-04-23,2025-04-24,DT,2025-06-04,2026-04-20
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/SE1000228632,4838,2025-07-03,NFSe,1162,2025-07-23,SERVIÇO,Macae,0,59056.45,1771.69,590.56,,885.85,383.87,,3631.97,55424.48,2716.60,1110.26,,1948.86,590.56,2952.82,9319.11,2025-08-22,PAGO,2025-07-04,,2025-08-22,2025-04-26,2025-05-10,PN,2025-07-23,2026-04-20
